City;Location;Time;CO;NO2;NOX;SO2;O3;PM10 Teom;PM2.5 Teom
Odense;Raadhus;14-03-2022 14:00;;9,57;12,22;87,93;;;
Odense;Raadhus;14-03-2022 13:00;;7,16;9,8;89,67;;;
Odense;Raadhus;14-03-2022 12:00;;7,13;9,55;84,42;;;
Odense;Raadhus;14-03-2022 11:00;;8,11;11,32;79,35;;;
Odense;Raadhus;14-03-2022 10:00;;7,62;10,44;77,75;;;
Odense;Raadhus;14-03-2022 09:00;;8,47;11,26;74,5;;;
Odense;Raadhus;14-03-2022 08:00;;12,54;15,3;69,25;;;
Odense;Raadhus;14-03-2022 07:00;;19,84;22,47;61,16;;;
Odense;Raadhus;14-03-2022 06:00;;11,9;13,22;67,2;;;
Odense;Raadhus;14-03-2022 05:00;;5,78;5,82;71,49;;;
Odense;Raadhus;14-03-2022 04:00;;4,31;4,09;74,46;;;
Odense;Raadhus;14-03-2022 03:00;;5,17;5,01;75,88;;;
Odense;Raadhus;14-03-2022 02:00;;5,23;4,61;77,2;;;
Odense;Raadhus;14-03-2022 01:00;;6,16;5,88;77,23;;;
Odense;Raadhus;14-03-2022 00:00;;4,96;4,82;80,54;;;
Anholt;Anholt;17-03-2022 12:00;;7,06;6,74;;;;
Anholt;Anholt;17-03-2022 11:00;;4,88;4,82;;;;
Anholt;Anholt;17-03-2022 10:00;;4,89;4,47;;;;
Anholt;Anholt;17-03-2022 09:00;;4,78;4,39;;;;
Anholt;Anholt;17-03-2022 08:00;;4,06;3,58;;;;
Anholt;Anholt;17-03-2022 07:00;;4,51;4,4;;;;
Anholt;Anholt;17-03-2022 06:00;;3,2;3,01;;;;
Anholt;Anholt;17-03-2022 05:00;;3,07;2,61;;;;
Anholt;Anholt;17-03-2022 04:00;;3,83;3,75;;;;
Anholt;Anholt;17-03-2022 03:00;;6,02;5,58;;;;
Anholt;Anholt;17-03-2022 02:00;;5,5;4,97;;;;
Anholt;Anholt;17-03-2022 01:00;;7,5;7,31;;;;
Anholt;Anholt;17-03-2022 00:00;;7,28;7,25;;;;
Anholt;Anholt;16-03-2022 23:00;;16,55;16,35;;;;
Anholt;Anholt;16-03-2022 22:00;;7,87;7,52;;;;
Anholt;Anholt;16-03-2022 21:00;;5,16;4,93;;;;
Anholt;Anholt;16-03-2022 20:00;;15,9;15,72;;;;
Anholt;Anholt;16-03-2022 19:00;;6,93;6,76;;;;
Anholt;Anholt;16-03-2022 18:00;;1,45;1,3;;;;
Anholt;Anholt;16-03-2022 17:00;;1,3;1,03;;;;
Anholt;Anholt;16-03-2022 16:00;;2;1,93;;;;
Anholt;Anholt;16-03-2022 15:00;;1,57;1,43;;;;
Anholt;Anholt;16-03-2022 14:00;;1,58;1,5;;;;
Anholt;Anholt;16-03-2022 13:00;;2,32;2,6;;;;
Anholt;Anholt;16-03-2022 12:00;;7,2;9,07;;;;
Anholt;Anholt;16-03-2022 11:00;;2,88;2,88;;;;
Anholt;Anholt;16-03-2022 10:00;;2,47;2,86;;;;
Anholt;Anholt;16-03-2022 09:00;;2,73;3,04;;;;
Anholt;Anholt;16-03-2022 08:00;;3,45;3,4;;;;
Anholt;Anholt;16-03-2022 07:00;;10,08;10,63;;;;
Anholt;Anholt;16-03-2022 06:00;;16,28;16,68;;;;
Anholt;Anholt;16-03-2022 05:00;;2,91;3,54;;;;
Anholt;Anholt;16-03-2022 04:00;;1,48;2,19;;;;
Anholt;Anholt;16-03-2022 03:00;;1,96;2,48;;;;
Anholt;Anholt;16-03-2022 02:00;;1,68;2,69;;;;
Anholt;Anholt;16-03-2022 01:00;;6,75;7,24;;;;
Anholt;Anholt;16-03-2022 00:00;;4,34;4,93;;;;
Anholt;Anholt;15-03-2022 23:00;;3,68;4,46;;;;
Anholt;Anholt;15-03-2022 22:00;;4,54;5,42;;;;
Anholt;Anholt;15-03-2022 21:00;;2,27;3,41;;;;
Anholt;Anholt;15-03-2022 20:00;;3,32;3,99;;;;
Anholt;Anholt;15-03-2022 19:00;;3,04;4,05;;;;
Anholt;Anholt;15-03-2022 18:00;;2,77;3,76;;;;
Anholt;Anholt;15-03-2022 17:00;;2,08;2,95;;;;
Anholt;Anholt;15-03-2022 16:00;;2,91;4,17;;;;
Anholt;Anholt;15-03-2022 15:00;;5,67;7,83;;;;
Anholt;Anholt;15-03-2022 14:00;;7,12;11,09;;;;
Anholt;Anholt;15-03-2022 13:00;;5,24;7,44;;;;
Anholt;Anholt;15-03-2022 12:00;;4,72;6,17;;;;
Anholt;Anholt;15-03-2022 11:00;;10,51;13,12;;;;
Anholt;Anholt;15-03-2022 10:00;;11,77;14,4;;;;
Anholt;Anholt;15-03-2022 09:00;;10,83;14,18;;;;
Anholt;Anholt;15-03-2022 08:00;;5,98;7,36;;;;
Anholt;Anholt;15-03-2022 07:00;;10,53;11,9;;;;
Anholt;Anholt;15-03-2022 06:00;;8,5;9,67;;;;
Anholt;Anholt;15-03-2022 05:00;;7,38;8,05;;;;
Anholt;Anholt;15-03-2022 04:00;;4,87;5,82;;;;
Anholt;Anholt;15-03-2022 03:00;;7,47;7,43;;;;
Anholt;Anholt;15-03-2022 02:00;;7,08;7,25;;;;
Anholt;Anholt;15-03-2022 01:00;;7,23;7,19;;;;
Anholt;Anholt;15-03-2022 00:00;;5,98;5,77;;;;
Anholt;Anholt;14-03-2022 23:00;;10,95;10,97;;;;
Anholt;Anholt;14-03-2022 22:00;;6,79;7,01;;;;
Anholt;Anholt;14-03-2022 21:00;;8,72;8,8;;;;
Anholt;Anholt;14-03-2022 20:00;;13,3;13,3;;;;
Anholt;Anholt;14-03-2022 19:00;;8,62;8,95;;;;
Anholt;Anholt;14-03-2022 18:00;;12,64;13,11;;;;
Anholt;Anholt;14-03-2022 17:00;;6,68;7,1;;;;
Anholt;Anholt;14-03-2022 16:00;;15,47;17,53;;;;
Anholt;Anholt;14-03-2022 15:00;;7,96;9,37;;;;
Anholt;Anholt;14-03-2022 14:00;;8,08;9,3;;;;
Anholt;Anholt;14-03-2022 13:00;;8,59;10,47;;;;
Anholt;Anholt;14-03-2022 12:00;;8;9,82;;;;
Anholt;Anholt;14-03-2022 11:00;;8,72;10,83;;;;
Anholt;Anholt;14-03-2022 10:00;;8,06;9,57;;;;
Anholt;Anholt;14-03-2022 09:00;;7,77;9,57;;;;
Anholt;Anholt;14-03-2022 08:00;;4,93;5,58;;;;
Anholt;Anholt;14-03-2022 07:00;;4,43;4,89;;;;
Anholt;Anholt;14-03-2022 06:00;;5,19;5,37;;;;
Anholt;Anholt;14-03-2022 05:00;;5,66;5,62;;;;
Anholt;Anholt;14-03-2022 04:00;;4,05;4;;;;
Anholt;Anholt;14-03-2022 03:00;;4,89;4,56;;;;
Anholt;Anholt;14-03-2022 02:00;;5,91;5,84;;;;
Anholt;Anholt;14-03-2022 01:00;;4,41;3,73;;;;
Anholt;Anholt;14-03-2022 00:00;;6,03;5,96;;;;
Aarhus;Banegaardsgade;17-03-2022 13:00;0,09;24,75;45,09;;;33,9;
Aarhus;Banegaardsgade;17-03-2022 12:00;0,09;18,35;41,66;;;34,65;
Aarhus;Banegaardsgade;17-03-2022 11:00;0,06;18,01;30,77;;;29,55;
Aarhus;Banegaardsgade;17-03-2022 10:00;0,06;18,99;30,99;;;24,2;
Aarhus;Banegaardsgade;17-03-2022 09:00;0,06;29,81;55,59;;;19,9;
Aarhus;Banegaardsgade;17-03-2022 08:00;0,07;30,18;58,65;;;18,1;
Aarhus;Banegaardsgade;17-03-2022 07:00;0,05;24,4;48,15;;;12,95;
Aarhus;Banegaardsgade;17-03-2022 06:00;0,01;24,71;41,21;;;12,8;
Aarhus;Banegaardsgade;17-03-2022 05:00;;15,89;23,21;;;9,4;
Aarhus;Banegaardsgade;17-03-2022 04:00;;7,52;9,72;;;7,05;
Aarhus;Banegaardsgade;17-03-2022 03:00;;6,52;9;;;14,9;
Aarhus;Banegaardsgade;17-03-2022 02:00;;3,41;5,07;;;7;
Aarhus;Banegaardsgade;17-03-2022 01:00;;5,55;7,45;;;6,05;
Aarhus;Banegaardsgade;17-03-2022 00:00;;8,82;11,76;;;9,45;
Aarhus;Banegaardsgade;16-03-2022 23:00;0,01;13,87;23,29;;;11,65;
Aarhus;Banegaardsgade;16-03-2022 22:00;0,09;23,21;32,39;;;17,6;
Aarhus;Banegaardsgade;16-03-2022 21:00;;25,64;34,32;;;13,6;
Aarhus;Banegaardsgade;16-03-2022 20:00;;28,61;40,16;;;8,55;
Aarhus;Banegaardsgade;16-03-2022 19:00;;28,6;45,69;;;10,9;
Aarhus;Banegaardsgade;16-03-2022 18:00;;23,95;39,61;;;11,45;
Aarhus;Banegaardsgade;16-03-2022 17:00;;30,96;50,48;;;10,05;
Aarhus;Banegaardsgade;16-03-2022 16:00;0,01;33,86;62,01;;;9,2;
Aarhus;Banegaardsgade;16-03-2022 15:00;0,04;33,91;69,51;;;8,3;
Aarhus;Banegaardsgade;16-03-2022 14:00;0,01;34,32;72,19;;;10,5;
Aarhus;Banegaardsgade;16-03-2022 13:00;;31,38;71,61;;;12,55;
Aarhus;Banegaardsgade;16-03-2022 12:00;;37,86;80,82;;;8,4;
Aarhus;Banegaardsgade;16-03-2022 11:00;0,03;30,02;77,72;;;7,2;
Aarhus;Banegaardsgade;16-03-2022 10:00;;28,16;61,54;;;7,8;
Aarhus;Banegaardsgade;16-03-2022 09:00;;29,24;61,44;;;5,55;
Aarhus;Banegaardsgade;16-03-2022 08:00;0,03;39,58;107,3;;;16,1;
Aarhus;Banegaardsgade;16-03-2022 07:00;0,01;35,17;88,18;;;8,7;
Aarhus;Banegaardsgade;16-03-2022 06:00;0,02;43,03;116,2;;;10;
Aarhus;Banegaardsgade;16-03-2022 05:00;;28,81;61,85;;;4,8;
Aarhus;Banegaardsgade;16-03-2022 04:00;;37,61;51,98;;;5,8;
Aarhus;Banegaardsgade;16-03-2022 03:00;;23,75;25,44;;;6,7;
Aarhus;Banegaardsgade;16-03-2022 02:00;;15,45;18,92;;;4,95;
Aarhus;Banegaardsgade;16-03-2022 01:00;;22,06;25,27;;;9,35;
Aarhus;Banegaardsgade;16-03-2022 00:00;;41,02;75,85;;;14,15;
Aarhus;Banegaardsgade;15-03-2022 23:00;0,1;52,38;120,41;;;17,35;
Aarhus;Banegaardsgade;15-03-2022 22:00;0,05;57,53;116,25;;;13,65;
Aarhus;Banegaardsgade;15-03-2022 21:00;0,04;58,33;125,92;;;15,6;
Aarhus;Banegaardsgade;15-03-2022 20:00;0,08;52,91;102,68;;;15;
Aarhus;Banegaardsgade;15-03-2022 19:00;0,08;74,09;182,2;;;26,7;
Aarhus;Banegaardsgade;15-03-2022 18:00;;67,05;128,78;;;29,15;
Aarhus;Banegaardsgade;15-03-2022 17:00;0,02;54,5;94,23;;;34,65;
Aarhus;Banegaardsgade;15-03-2022 16:00;;44,14;80,7;;;30,9;
Aarhus;Banegaardsgade;15-03-2022 15:00;;37,56;66,83;;;35,25;
Aarhus;Banegaardsgade;15-03-2022 14:00;;43,63;82;;;43,85;
Aarhus;Banegaardsgade;15-03-2022 13:00;;28,15;63,18;;;21,35;
Aarhus;Banegaardsgade;15-03-2022 12:00;;18,57;38,27;;;5,75;
Aarhus;Banegaardsgade;15-03-2022 11:00;;19,59;48,9;;;5,25;
Aarhus;Banegaardsgade;15-03-2022 10:00;;17,98;36,06;;;6;
Aarhus;Banegaardsgade;15-03-2022 09:00;;24,81;46,34;;;7,15;
Aarhus;Banegaardsgade;15-03-2022 08:00;0,03;39,75;98,55;;;29,1;
Aarhus;Banegaardsgade;15-03-2022 07:00;0,05;42,77;104,22;;;33,4;
Aarhus;Banegaardsgade;15-03-2022 06:00;0,06;60,58;127,78;;;35,2;
Aarhus;Banegaardsgade;15-03-2022 05:00;0,03;54,62;116,26;;;32,8;
Aarhus;Banegaardsgade;15-03-2022 04:00;;26,3;27,89;;;35,2;
Aarhus;Banegaardsgade;15-03-2022 03:00;0,1;38,33;44,24;;;39,95;
Aarhus;Banegaardsgade;15-03-2022 02:00;0,11;51,14;60,1;;;35,1;
Aarhus;Banegaardsgade;15-03-2022 01:00;0,1;35,22;39,82;;;35,15;
Aarhus;Banegaardsgade;15-03-2022 00:00;0,09;30,54;43,44;;;31,55;
Aarhus;Banegaardsgade;14-03-2022 23:00;0,15;53,11;79,61;;;36,35;
Aarhus;Banegaardsgade;14-03-2022 22:00;0,09;42,14;66,16;;;38,6;
Aarhus;Banegaardsgade;14-03-2022 21:00;0,09;57,92;80,2;;;43,3;
Aarhus;Banegaardsgade;14-03-2022 20:00;0,14;42,24;59,12;;;37,05;
Aarhus;Banegaardsgade;14-03-2022 19:00;0,11;51,11;77,58;;;37,45;
Aarhus;Banegaardsgade;14-03-2022 18:00;0,14;47,81;73,92;;;34,1;
Aarhus;Banegaardsgade;14-03-2022 17:00;0,15;55,96;95,41;;;55,15;
Aarhus;Banegaardsgade;14-03-2022 16:00;0,13;46,86;88,45;;;35,1;
Aarhus;Banegaardsgade;14-03-2022 15:00;0,11;50,76;81,5;;;41,8;
Aarhus;Banegaardsgade;14-03-2022 14:00;0,12;61,51;108,86;;;55,6;
Aarhus;Banegaardsgade;14-03-2022 13:00;0,14;50,46;83,19;;;66,5;
Aarhus;Banegaardsgade;14-03-2022 12:00;0,1;41,81;75,69;;;50,65;
Aarhus;Banegaardsgade;14-03-2022 11:00;0,08;42,11;67,32;;;42,15;
Aarhus;Banegaardsgade;14-03-2022 10:00;0,11;41,84;78,64;;;45,6;
Aarhus;Banegaardsgade;14-03-2022 09:00;0,04;45,67;80,76;;;40,1;
Aarhus;Banegaardsgade;14-03-2022 08:00;0,09;43,83;73,26;;;37;
Aarhus;Banegaardsgade;14-03-2022 07:00;0,08;50,02;96,21;;;30,15;
Aarhus;Banegaardsgade;14-03-2022 06:00;0,04;36,17;53,82;;;28,8;
Aarhus;Banegaardsgade;14-03-2022 05:00;0,01;28,58;37;;;23,85;
Aarhus;Banegaardsgade;14-03-2022 04:00;;17,38;18,11;;;19,3;
Aarhus;Banegaardsgade;14-03-2022 03:00;;13,5;14,57;;;23,35;
Aarhus;Banegaardsgade;14-03-2022 02:00;;11,37;12,49;;;20,9;
Aarhus;Banegaardsgade;14-03-2022 01:00;;15,13;16,92;;;24,3;
Aarhus;Banegaardsgade;14-03-2022 00:00;;19,82;27,45;;;23,65;
Aarhus;Botanisk Have;17-03-2022 13:00;14,61;18,15;;;45,09;;
Aarhus;Botanisk Have;17-03-2022 12:00;11,94;15,16;;;52,03;;
Aarhus;Botanisk Have;17-03-2022 11:00;13,95;16,71;;;56,71;;
Aarhus;Botanisk Have;17-03-2022 10:00;15,66;18,98;;;53,9;;
Aarhus;Botanisk Have;17-03-2022 09:00;16,17;19;;;51,01;;
Aarhus;Botanisk Have;17-03-2022 08:00;15,42;17,55;;;51,33;;
Aarhus;Botanisk Have;17-03-2022 07:00;13,2;15,45;;;55,75;;
Aarhus;Botanisk Have;17-03-2022 06:00;10,54;12,2;;;62,49;;
Aarhus;Botanisk Have;17-03-2022 05:00;7,27;8,82;;;67,41;;
Aarhus;Botanisk Have;17-03-2022 04:00;4,78;5,85;;;70,29;;
Aarhus;Botanisk Have;17-03-2022 03:00;4,72;4,6;;;72,61;;
Aarhus;Botanisk Have;17-03-2022 02:00;5,51;5,72;;;71,68;;
Aarhus;Botanisk Have;17-03-2022 01:00;5,95;6,5;;;71,65;;
Aarhus;Botanisk Have;17-03-2022 00:00;6,4;6,94;;;64,79;;
Aarhus;Botanisk Have;16-03-2022 23:00;11,27;11,64;;;50,29;;
Aarhus;Botanisk Have;16-03-2022 22:00;25,24;26,56;;;36,92;;
Aarhus;Botanisk Have;16-03-2022 21:00;20,02;21,33;;;45,12;;
Aarhus;Botanisk Have;16-03-2022 20:00;27,82;29,23;;;36,61;;
Aarhus;Botanisk Have;16-03-2022 19:00;18,45;18,86;;;44,61;;
Aarhus;Botanisk Have;16-03-2022 18:00;26,25;28,08;;;40,32;;
Aarhus;Botanisk Have;16-03-2022 17:00;16,33;17,5;;;48,99;;
Aarhus;Botanisk Have;16-03-2022 16:00;13,39;15,2;;;49,6;;
Aarhus;Botanisk Have;16-03-2022 15:00;11,92;14,27;;;50,33;;
Aarhus;Botanisk Have;16-03-2022 14:00;14,65;20,43;;;45,81;;
Aarhus;Botanisk Have;16-03-2022 13:00;13,31;19,02;;;45,1;;
Aarhus;Botanisk Have;16-03-2022 12:00;15,76;21,33;;;43,63;;
Aarhus;Botanisk Have;16-03-2022 11:00;13,17;17,92;;;47,83;;
Aarhus;Botanisk Have;16-03-2022 10:00;15,31;21,96;;;44,72;;
Aarhus;Botanisk Have;16-03-2022 09:00;12,41;16,78;;;40,33;;
Aarhus;Botanisk Have;16-03-2022 08:00;17,61;22,05;;;31,16;;
Aarhus;Botanisk Have;16-03-2022 07:00;23,59;35,63;;;14,86;;
Aarhus;Botanisk Have;16-03-2022 06:00;24,46;34,23;;;14,13;;
Aarhus;Botanisk Have;16-03-2022 05:00;15,5;16,9;;;19,05;;
Aarhus;Botanisk Have;16-03-2022 04:00;27,24;28,35;;;8,94;;
Aarhus;Botanisk Have;16-03-2022 03:00;31,04;33,39;;;7,4;;
Aarhus;Botanisk Have;16-03-2022 02:00;31,73;37,35;;;11,86;;
Aarhus;Botanisk Have;16-03-2022 01:00;14,42;15,7;;;26,34;;
Aarhus;Botanisk Have;16-03-2022 00:00;23,73;25,32;;;15,98;;
Aarhus;Botanisk Have;15-03-2022 23:00;13,79;14,68;;;31,67;;
Aarhus;Botanisk Have;15-03-2022 22:00;19,61;20,43;;;31,86;;
Aarhus;Botanisk Have;15-03-2022 21:00;31,65;33,45;;;21,49;;
Aarhus;Botanisk Have;15-03-2022 20:00;47,99;55,36;;;6,77;;
Aarhus;Botanisk Have;15-03-2022 19:00;47,89;52,02;;;8,77;;
Aarhus;Botanisk Have;15-03-2022 18:00;49,98;62,23;;;12,03;;
Aarhus;Botanisk Have;15-03-2022 17:00;46,99;61,89;;;19,36;;
Aarhus;Botanisk Have;15-03-2022 16:00;32,13;43,48;;;37,76;;
Aarhus;Botanisk Have;15-03-2022 15:00;19,02;26,44;;;53,26;;
Aarhus;Botanisk Have;15-03-2022 14:00;36,09;62,1;;;36,73;;
Aarhus;Botanisk Have;15-03-2022 13:00;4,33;6,67;;;71,2;;
Aarhus;Botanisk Have;15-03-2022 12:00;4,65;6,78;;;65,75;;
Aarhus;Botanisk Have;15-03-2022 11:00;5,51;7,79;;;59,62;;
Aarhus;Botanisk Have;15-03-2022 10:00;10,27;13,05;;;49,45;;
Aarhus;Botanisk Have;15-03-2022 09:00;12,42;16,77;;;40,08;;
Aarhus;Botanisk Have;15-03-2022 08:00;26,2;40,46;;;12,36;;
Aarhus;Botanisk Have;15-03-2022 07:00;29,48;43,87;;;10,05;;
Aarhus;Botanisk Have;15-03-2022 06:00;23,96;25,73;;;20,15;;
Aarhus;Botanisk Have;15-03-2022 05:00;20,66;22,91;;;29,14;;
Aarhus;Botanisk Have;15-03-2022 04:00;22,78;24,13;;;36,91;;
Aarhus;Botanisk Have;15-03-2022 03:00;22,56;24,19;;;34,19;;
Aarhus;Botanisk Have;15-03-2022 02:00;22,8;24,24;;;27,2;;
Aarhus;Botanisk Have;15-03-2022 01:00;17,07;18,65;;;44,75;;
Aarhus;Botanisk Have;15-03-2022 00:00;24,46;25,79;;;44,67;;
Aarhus;Botanisk Have;14-03-2022 23:00;30,91;32,11;;;42,91;;
Aarhus;Botanisk Have;14-03-2022 22:00;31,49;32,77;;;53,42;;
Aarhus;Botanisk Have;14-03-2022 21:00;37,41;39,42;;;56,68;;
Aarhus;Botanisk Have;14-03-2022 20:00;37,92;39,21;;;57,83;;
Aarhus;Botanisk Have;14-03-2022 19:00;24,84;26,44;;;72,94;;
Aarhus;Botanisk Have;14-03-2022 18:00;30;32,08;;;68,24;;
Aarhus;Botanisk Have;14-03-2022 17:00;37,46;40,65;;;63,78;;
Aarhus;Botanisk Have;14-03-2022 16:00;24,64;27,87;;;76,4;;
Aarhus;Botanisk Have;14-03-2022 15:00;39,11;49,34;;;61,4;;
Aarhus;Botanisk Have;14-03-2022 14:00;43,95;61,85;;;54,83;;
Aarhus;Botanisk Have;14-03-2022 13:00;26,9;36,42;;;68,32;;
Aarhus;Botanisk Have;14-03-2022 12:00;18,39;24,82;;;73,28;;
Aarhus;Botanisk Have;14-03-2022 11:00;23,19;32,24;;;65,06;;
Aarhus;Botanisk Have;14-03-2022 10:00;18,52;24,59;;;69,78;;
Aarhus;Botanisk Have;14-03-2022 09:00;17,69;23,14;;;67,7;;
Aarhus;Botanisk Have;14-03-2022 08:00;20,27;24,64;;;60,78;;
Aarhus;Botanisk Have;14-03-2022 07:00;22,9;25,75;;;57,87;;
Aarhus;Botanisk Have;14-03-2022 06:00;17,69;18,72;;;62,01;;
Aarhus;Botanisk Have;14-03-2022 05:00;15,35;16,4;;;63,95;;
Aarhus;Botanisk Have;14-03-2022 04:00;15,32;15,82;;;64,9;;
Aarhus;Botanisk Have;14-03-2022 03:00;14,52;14,86;;;67,43;;
Aarhus;Botanisk Have;14-03-2022 02:00;13,18;13,31;;;71,46;;
Aarhus;Botanisk Have;14-03-2022 01:00;10,6;10,92;;;74,78;;
Aarhus;Botanisk Have;14-03-2022 00:00;16,13;16,42;;;73,11;;
