Countrycode;Namespace;AirQualityNetwork;AirQualityStation;AirQualityStationEoICode;SamplingPoint;SamplingProcess;Sample;AirPollutant;AirPollutantCode;AveragingTime;Concentration;UnitOfMeasurement;DatetimeBegin;DatetimeEnd;Validity;Verification;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;4.6500000000;µg/m3;2022-03-15 23:00:00 +01:00;2022-03-16 00:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;3.4500000000;µg/m3;2022-03-16 00:00:00 +01:00;2022-03-16 01:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;3.0500000000;µg/m3;2022-03-16 01:00:00 +01:00;2022-03-16 02:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;3.5000000000;µg/m3;2022-03-16 02:00:00 +01:00;2022-03-16 03:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;4.2000000000;µg/m3;2022-03-16 03:00:00 +01:00;2022-03-16 04:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;4.4000000000;µg/m3;2022-03-16 04:00:00 +01:00;2022-03-16 05:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;3.8500000000;µg/m3;2022-03-16 05:00:00 +01:00;2022-03-16 06:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;4.0000000000;µg/m3;2022-03-16 06:00:00 +01:00;2022-03-16 07:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;3.4000000000;µg/m3;2022-03-16 07:00:00 +01:00;2022-03-16 08:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;2.9500000000;µg/m3;2022-03-16 08:00:00 +01:00;2022-03-16 09:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;2.8500000000;µg/m3;2022-03-16 09:00:00 +01:00;2022-03-16 10:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;2.8500000000;µg/m3;2022-03-16 10:00:00 +01:00;2022-03-16 11:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS003A;STA-IS0056A;IS0056A;SPO-IS0056A_06001_100;SPP-IS_A_Fa1_Fidas_PM;SPO_F-IS0056A_06001_100_100;PM2.5;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001;hour;2.4500000000;µg/m3;2022-03-16 11:00:00 +01:00;2022-03-16 12:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;9.1205000000;µg/m3;2022-03-15 11:00:00 +01:00;2022-03-15 12:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;7.6581700000;µg/m3;2022-03-15 12:00:00 +01:00;2022-03-15 13:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.8270100000;µg/m3;2022-03-15 13:00:00 +01:00;2022-03-15 14:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;7.6528400000;µg/m3;2022-03-15 14:00:00 +01:00;2022-03-15 15:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;9.3461800000;µg/m3;2022-03-15 15:00:00 +01:00;2022-03-15 16:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.9393300000;µg/m3;2022-03-15 16:00:00 +01:00;2022-03-15 17:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;9.4956700000;µg/m3;2022-03-15 17:00:00 +01:00;2022-03-15 18:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;7.4210100000;µg/m3;2022-03-15 18:00:00 +01:00;2022-03-15 19:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.5646700000;µg/m3;2022-03-15 19:00:00 +01:00;2022-03-15 20:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.8203400000;µg/m3;2022-03-15 20:00:00 +01:00;2022-03-15 21:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.1690100000;µg/m3;2022-03-15 21:00:00 +01:00;2022-03-15 22:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.9446700000;µg/m3;2022-03-15 22:00:00 +01:00;2022-03-15 23:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;10.5005000000;µg/m3;2022-03-15 23:00:00 +01:00;2022-03-16 00:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;7.8760100000;µg/m3;2022-03-16 00:00:00 +01:00;2022-03-16 01:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;9.6668400000;µg/m3;2022-03-16 01:00:00 +01:00;2022-03-16 02:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.0115100000;µg/m3;2022-03-16 02:00:00 +01:00;2022-03-16 03:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;9.5985000000;µg/m3;2022-03-16 03:00:00 +01:00;2022-03-16 04:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.2296800000;µg/m3;2022-03-16 04:00:00 +01:00;2022-03-16 05:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;10.1058000000;µg/m3;2022-03-16 05:00:00 +01:00;2022-03-16 06:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.3250000000;µg/m3;2022-03-16 06:00:00 +01:00;2022-03-16 07:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;10.8252000000;µg/m3;2022-03-16 07:00:00 +01:00;2022-03-16 08:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.7708400000;µg/m3;2022-03-16 08:00:00 +01:00;2022-03-16 09:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;9.6100000000;µg/m3;2022-03-16 09:00:00 +01:00;2022-03-16 10:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;10.5185000000;µg/m3;2022-03-16 10:00:00 +01:00;2022-03-16 11:00:00 +01:00;1;3;;;;;;;
IS;IS.EA-Iceland.AQ;NET-IS009A;STA-IS0037A;IS0037A;SPO-IS0037A_00001_100;SPP-IS_A_UV-FL_12117_dal;SPO_F-IS0037A_00001_100_100;SO2;http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1;hour;8.0810100000;µg/m3;2022-03-16 11:00:00 +01:00;2022-03-16 12:00:00 +01:00;1;3;;;;;;;
