Datum;Tid (UTC);Station;Latitud (decimalgrader);Longitud (decimalgrader);Lufttemperatur (degrees celsius);Weather;Rain (mm);;
2022-03-15;06:00:00;Härsnäs;58.2884;15.2336;-3.4;;;;
2022-03-15;18:00:00;Härsnäs;58.2885;15.2337;2.1;;;;
2022-03-16;06:00:00;Härsnäs;58.2886;15.2338;-4.5;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
